countyName,ccsName,nHosp
San Diego,Acute and chronic tonsillitis,286
San Diego,Acute and unspecified renal failure,2916
San Diego,Acute bronchitis,1257
San Diego,Acute cerebrovascular disease,4989
San Diego,Acute myocardial infarction,3820
San Diego,Acute posthemorrhagic anemia,331
San Diego,Adjustment disorders,316
San Diego,Administrative/social admission,35
San Diego,Alcohol-related disorders,4291
San Diego,Allergic reactions,183
San Diego,Anal and rectal conditions,434
San Diego,Anxiety disorders,300
San Diego,Aortic and peripheral arterial embolism or thrombosis,197
San Diego,Aortic; peripheral; and visceral artery aneurysms,595
San Diego,Appendicitis and other appendiceal conditions,2345
San Diego,Aspiration pneumonitis; food/vomitus,1195
San Diego,Asthma,1296
San Diego,"Attention-deficit, conduct, and disruptive behavior disorders",123
San Diego,Bacterial infection; unspecified site,189
San Diego,Benign neoplasm of uterus,976
San Diego,Biliary tract disease,3762
San Diego,Blindness and vision defects,36
San Diego,Burns,314
San Diego,Calculus of urinary tract,284
San Diego,Cancer of bladder,175
San Diego,Cancer of bone and connective tissue,98
San Diego,Cancer of brain and nervous system,324
San Diego,Cancer of breast,471
San Diego,Cancer of bronchus; lung,750
San Diego,Cancer of cervix,88
San Diego,Cancer of colon,732
San Diego,Cancer of esophagus,74
San Diego,Cancer of head and neck,222
San Diego,Cancer of kidney and renal pelvis,388
San Diego,Cancer of liver and intrahepatic bile duct,238
San Diego,Cancer of other female genital organs,37
San Diego,Cancer of other GI organs; peritoneum,145
San Diego,Cancer of other urinary organs,25
San Diego,Cancer of ovary,223
San Diego,Cancer of pancreas,277
San Diego,Cancer of prostate,635
San Diego,Cancer of rectum and anus,323
San Diego,Cancer of stomach,190
San Diego,Cancer of testis,32
San Diego,Cancer of thyroid,97
San Diego,Cancer of uterus,263
San Diego,Cancer; other and unspecified primary,77
San Diego,Cardiac and circulatory congenital anomalies,588
San Diego,Cardiac arrest and ventricular fibrillation,211
San Diego,Cardiac dysrhythmias,4350
San Diego,Chronic kidney disease,104
San Diego,Chronic obstructive pulmonary disease and bronchiectasis,3330
San Diego,Chronic ulcer of skin,433
San Diego,Coagulation and hemorrhagic disorders,294
San Diego,Coma; stupor; and brain damage,78
San Diego,Complication of device; implant or graft,4796
San Diego,Complications of surgical procedures or medical care,3940
San Diego,Conditions associated with dizziness or vertigo,309
San Diego,Conduction disorders,524
San Diego,Congestive heart failure; nonhypertensive,6019
San Diego,Coronary atherosclerosis and other heart disease,2399
San Diego,Crushing injury or internal injury,818
San Diego,Cystic fibrosis,143
San Diego,Deficiency and other anemia,893
San Diego,"Delirium, dementia, and amnestic and other cognitive disorders",801
San Diego,Diabetes mellitus with complications,4217
San Diego,Diabetes mellitus without complication,49
San Diego,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,1563
San Diego,Digestive congenital anomalies,156
San Diego,Diseases of mouth; excluding dental,153
San Diego,Diseases of white blood cells,432
San Diego,Disorders of teeth and jaw,304
San Diego,"Disorders usually diagnosed in infancy, childhood, or adolescence",62
San Diego,Diverticulosis and diverticulitis,1920
San Diego,Early or threatened labor,1550
San Diego,Ectopic pregnancy,124
San Diego,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),138
San Diego,Endometriosis,155
San Diego,Epilepsy; convulsions,2059
San Diego,Esophageal disorders,1054
San Diego,Essential hypertension,286
San Diego,Fetal distress and abnormal forces of labor,1508
San Diego,Fetopelvic disproportion; obstruction,678
San Diego,Fever of unknown origin,200
San Diego,Fluid and electrolyte disorders,2772
San Diego,Fracture of lower limb,2244
San Diego,Fracture of neck of femur (hip),2786
San Diego,Fracture of upper limb,1609
San Diego,Gangrene,197
San Diego,Gastritis and duodenitis,383
San Diego,Gastroduodenal ulcer (except hemorrhage),276
San Diego,Gastrointestinal hemorrhage,2426
San Diego,Genitourinary congenital anomalies,92
San Diego,Genitourinary symptoms and ill-defined conditions,170
San Diego,Gout and other crystal arthropathies,177
San Diego,Headache; including migraine,512
San Diego,Heart valve disorders,1153
San Diego,Hemolytic jaundice and perinatal jaundice,645
San Diego,Hemorrhage during pregnancy; abruptio placenta; placenta previa,553
San Diego,Hemorrhoids,229
San Diego,Hepatitis,223
San Diego,HIV infection,231
San Diego,Hodgkin`s disease,28
San Diego,Hyperplasia of prostate,346
San Diego,Hypertension with complications and secondary hypertension,2813
San Diego,Immunity disorders,27
San Diego,Immunizations and screening for infectious disease,34
San Diego,"Impulse control disorders, NEC",138
San Diego,Induced abortion,23
San Diego,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),867
San Diego,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),85
San Diego,Inflammatory conditions of male genital organs,171
San Diego,Inflammatory diseases of female pelvic organs,203
San Diego,Influenza,672
San Diego,Intestinal infection,1745
San Diego,Intestinal obstruction without hernia,2804
San Diego,Intracranial injury,2712
San Diego,Intrauterine hypoxia and birth asphyxia,27
San Diego,Joint disorders and dislocations; trauma-related,180
San Diego,Late effects of cerebrovascular disease,837
San Diego,Leukemias,381
San Diego,Lung disease due to external agents,54
San Diego,Lymphadenitis,90
San Diego,Maintenance chemotherapy; radiotherapy,1214
San Diego,Malaise and fatigue,305
San Diego,Malignant neoplasm without specification of site,94
San Diego,Malposition; malpresentation,1329
San Diego,Melanomas of skin,25
San Diego,Meningitis (except that caused by tuberculosis or sexually transmitted disease),288
San Diego,Menopausal disorders,32
San Diego,Menstrual disorders,144
San Diego,Miscellaneous mental health disorders,185
San Diego,Mood disorders,9834
San Diego,Multiple myeloma,192
San Diego,Multiple sclerosis,134
San Diego,Mycoses,160
San Diego,Nausea and vomiting,215
San Diego,Neoplasms of unspecified nature or uncertain behavior,307
San Diego,Nephritis; nephrosis; renal sclerosis,101
San Diego,Nervous system congenital anomalies,125
San Diego,Non-Hodgkin`s lymphoma,328
San Diego,Noninfectious gastroenteritis,717
San Diego,Nonmalignant breast conditions,144
San Diego,Nonspecific chest pain,1471
San Diego,Nutritional deficiencies,139
San Diego,Occlusion or stenosis of precerebral arteries,431
San Diego,Open wounds of extremities,442
San Diego,Open wounds of head; neck; and trunk,505
San Diego,Osteoarthritis,9320
San Diego,Other acquired deformities,905
San Diego,Other aftercare,611
San Diego,Other and ill-defined cerebrovascular disease,198
San Diego,Other and ill-defined heart disease,81
San Diego,Other and unspecified benign neoplasm,1046
San Diego,Other bone disease and musculoskeletal deformities,435
San Diego,Other circulatory disease,584
San Diego,Other CNS infection and poliomyelitis,64
San Diego,Other congenital anomalies,559
San Diego,Other connective tissue disease,1103
San Diego,Other diseases of bladder and urethra,150
San Diego,Other diseases of kidney and ureters,716
San Diego,Other diseases of veins and lymphatics,136
San Diego,Other disorders of stomach and duodenum,353
San Diego,Other ear and sense organ disorders,56
San Diego,Other endocrine disorders,469
San Diego,Other eye disorders,46
San Diego,Other female genital disorders,215
San Diego,Other fractures,2522
San Diego,Other gastrointestinal disorders,1539
San Diego,Other hematologic conditions,34
San Diego,Other hereditary and degenerative nervous system conditions,214
San Diego,Other infections; including parasitic,29
San Diego,Other inflammatory condition of skin,88
San Diego,Other injuries and conditions due to external causes,829
San Diego,Other liver diseases,1226
San Diego,Other lower respiratory disease,672
San Diego,Other male genital disorders,45
San Diego,Other nervous system disorders,2761
San Diego,Other non-epithelial cancer of skin,45
San Diego,Other non-traumatic joint disorders,251
San Diego,Other nutritional; endocrine; and metabolic disorders,1757
San Diego,Other perinatal conditions,1545
San Diego,Other pregnancy and delivery including normal,1075
San Diego,Other screening for suspected conditions (not mental disorders or infectious disease),78
San Diego,Other skin disorders,107
San Diego,Other upper respiratory disease,309
San Diego,Other upper respiratory infections,572
San Diego,Otitis media and related conditions,72
San Diego,Ovarian cyst,154
San Diego,Pancreatic disorders (not diabetes),2287
San Diego,Paralysis,190
San Diego,Parkinson`s disease,193
San Diego,Pathological fracture,548
San Diego,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),553
San Diego,Peripheral and visceral atherosclerosis,767
San Diego,Peritonitis and intestinal abscess,217
San Diego,Personality disorders,40
San Diego,Phlebitis; thrombophlebitis and thromboembolism,636
San Diego,Pleurisy; pneumothorax; pulmonary collapse,648
San Diego,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),4503
San Diego,Poisoning by nonmedicinal substances,158
San Diego,Poisoning by other medications and drugs,663
San Diego,Poisoning by psychotropic agents,293
San Diego,Prolapse of female genital organs,208
San Diego,Pulmonary heart disease,1272
San Diego,Regional enteritis and ulcerative colitis,649
San Diego,Residual codes; unclassified,483
San Diego,Respiratory distress syndrome,113
San Diego,Respiratory failure; insufficiency; arrest (adult),3469
San Diego,Retinal detachments; defects; vascular occlusion; and retinopathy,22
San Diego,Rheumatoid arthritis and related disease,106
San Diego,Schizophrenia and other psychotic disorders,7727
San Diego,Secondary malignancies,1492
San Diego,Septicemia (except in labor),17728
San Diego,Sexually transmitted infections (not HIV or hepatitis),45
San Diego,Shock,79
San Diego,Short gestation; low birth weight; and fetal growth retardation,368
San Diego,Sickle cell anemia,326
San Diego,Skin and subcutaneous tissue infections,4377
San Diego,Skull and face fractures,862
San Diego,Spinal cord injury,89
San Diego,Spondylosis; intervertebral disc disorders; other back problems,4884
San Diego,Spontaneous abortion,81
San Diego,Sprains and strains,251
San Diego,Substance-related disorders,1755
San Diego,Suicide and intentional self-inflicted injury,804
San Diego,Superficial injury; contusion,434
San Diego,Syncope,645
San Diego,Systemic lupus erythematosus and connective tissue disorders,284
San Diego,Thyroid disorders,171
San Diego,Transient cerebral ischemia,817
San Diego,Tuberculosis,149
San Diego,Umbilical cord complication,1798
San Diego,Urinary tract infections,3349
San Diego,Viral infection,490
San Diego,NA,69
San Francisco,Abdominal hernia,290
San Francisco,Abdominal pain,212
San Francisco,Acute and chronic tonsillitis,40
San Francisco,Acute and unspecified renal failure,805
San Francisco,Acute bronchitis,133
San Francisco,Acute cerebrovascular disease,1605
San Francisco,Acute myocardial infarction,885
San Francisco,Acute posthemorrhagic anemia,60
San Francisco,Adjustment disorders,38
San Francisco,Alcohol-related disorders,1019
San Francisco,Allergic reactions,81
San Francisco,Anal and rectal conditions,119
San Francisco,Anxiety disorders,79
San Francisco,Aortic and peripheral arterial embolism or thrombosis,48
San Francisco,Aortic; peripheral; and visceral artery aneurysms,171
San Francisco,Appendicitis and other appendiceal conditions,586
San Francisco,Aspiration pneumonitis; food/vomitus,408
San Francisco,Asthma,405
San Francisco,Bacterial infection; unspecified site,127
San Francisco,Benign neoplasm of uterus,200
San Francisco,Biliary tract disease,794
San Francisco,Burns,63
San Francisco,Calculus of urinary tract,93
San Francisco,Cancer of bladder,56
San Francisco,Cancer of bone and connective tissue,36
San Francisco,Cancer of brain and nervous system,103
San Francisco,Cancer of breast,101
San Francisco,Cancer of bronchus; lung,314
San Francisco,Cancer of cervix,28
San Francisco,Cancer of colon,188
San Francisco,Cancer of esophagus,34
San Francisco,Cancer of head and neck,94
San Francisco,Cancer of kidney and renal pelvis,79
San Francisco,Cancer of liver and intrahepatic bile duct,141
San Francisco,Cancer of other GI organs; peritoneum,50
San Francisco,Cancer of ovary,62
San Francisco,Cancer of pancreas,93
San Francisco,Cancer of prostate,91
San Francisco,Cancer of rectum and anus,117
San Francisco,Cancer of stomach,102
San Francisco,Cancer of thyroid,40
San Francisco,Cancer of uterus,86
San Francisco,Cardiac and circulatory congenital anomalies,96
San Francisco,Cardiac arrest and ventricular fibrillation,63
San Francisco,Cardiac dysrhythmias,963
San Francisco,Chronic kidney disease,88
San Francisco,Chronic obstructive pulmonary disease and bronchiectasis,1087
San Francisco,Chronic ulcer of skin,139
San Francisco,Coagulation and hemorrhagic disorders,76
San Francisco,Coma; stupor; and brain damage,38
San Francisco,Complication of device; implant or graft,1050
San Francisco,Complications of surgical procedures or medical care,833
San Francisco,Conditions associated with dizziness or vertigo,116
San Francisco,Conduction disorders,108
San Francisco,Congestive heart failure; nonhypertensive,1801
San Francisco,Coronary atherosclerosis and other heart disease,457
San Francisco,Crushing injury or internal injury,207
San Francisco,Deficiency and other anemia,276
San Francisco,"Delirium, dementia, and amnestic and other cognitive disorders",284
San Francisco,Diabetes mellitus with complications,920
San Francisco,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,490
San Francisco,Digestive congenital anomalies,34
San Francisco,Diseases of mouth; excluding dental,51
San Francisco,Diseases of white blood cells,107
San Francisco,Disorders of teeth and jaw,69
San Francisco,Diverticulosis and diverticulitis,420
San Francisco,Early or threatened labor,321
San Francisco,Ectopic pregnancy,27
San Francisco,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),47
San Francisco,Epilepsy; convulsions,525
San Francisco,Esophageal disorders,231
San Francisco,Essential hypertension,62
San Francisco,Fetal distress and abnormal forces of labor,357
San Francisco,Fetopelvic disproportion; obstruction,62
San Francisco,Fever of unknown origin,55
San Francisco,Fluid and electrolyte disorders,640
San Francisco,Fracture of lower limb,630
San Francisco,Fracture of neck of femur (hip),762
San Francisco,Fracture of upper limb,384
San Francisco,Gangrene,51
San Francisco,Gastritis and duodenitis,114
San Francisco,Gastroduodenal ulcer (except hemorrhage),67
San Francisco,Gastrointestinal hemorrhage,819
San Francisco,Genitourinary symptoms and ill-defined conditions,49
San Francisco,Gout and other crystal arthropathies,65
San Francisco,Headache; including migraine,108
San Francisco,Heart valve disorders,259
San Francisco,Hemolytic jaundice and perinatal jaundice,230
San Francisco,Hemorrhage during pregnancy; abruptio placenta; placenta previa,171
San Francisco,Hemorrhoids,49
San Francisco,Hepatitis,48
San Francisco,HIV infection,313
San Francisco,Hyperplasia of prostate,65
San Francisco,Hypertension with complications and secondary hypertension,948
San Francisco,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),336
San Francisco,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),44
San Francisco,Inflammatory conditions of male genital organs,44
San Francisco,Inflammatory diseases of female pelvic organs,65
San Francisco,Influenza,117
San Francisco,Intestinal infection,361
San Francisco,Intestinal obstruction without hernia,708
San Francisco,Intracranial injury,852
San Francisco,Joint disorders and dislocations; trauma-related,54
San Francisco,Late effects of cerebrovascular disease,615
San Francisco,Leukemias,75
San Francisco,Lymphadenitis,23
San Francisco,Maintenance chemotherapy; radiotherapy,437
San Francisco,Malaise and fatigue,137
San Francisco,Malignant neoplasm without specification of site,24
San Francisco,Malposition; malpresentation,342
San Francisco,Medical examination/evaluation,65
San Francisco,Meningitis (except that caused by tuberculosis or sexually transmitted disease),73
San Francisco,Menstrual disorders,22
San Francisco,Miscellaneous mental health disorders,150
San Francisco,Mood disorders,1625
San Francisco,Multiple myeloma,63
San Francisco,Multiple sclerosis,30
San Francisco,Mycoses,27
San Francisco,Nausea and vomiting,75
San Francisco,Neoplasms of unspecified nature or uncertain behavior,107
San Francisco,Nephritis; nephrosis; renal sclerosis,38
San Francisco,Nervous system congenital anomalies,23
San Francisco,Non-Hodgkin`s lymphoma,111
San Francisco,Noninfectious gastroenteritis,97
San Francisco,Nonmalignant breast conditions,36
San Francisco,Nonspecific chest pain,317
San Francisco,Nutritional deficiencies,41
San Francisco,Occlusion or stenosis of precerebral arteries,74
San Francisco,Open wounds of extremities,110
San Francisco,Open wounds of head; neck; and trunk,112
San Francisco,Osteoarthritis,1781
San Francisco,Other acquired deformities,129
San Francisco,Other aftercare,742
San Francisco,Other and ill-defined cerebrovascular disease,55
San Francisco,Other and ill-defined heart disease,29
San Francisco,Other and unspecified benign neoplasm,230
San Francisco,Other bone disease and musculoskeletal deformities,115
San Francisco,Other circulatory disease,159
San Francisco,Other CNS infection and poliomyelitis,47
San Francisco,Other congenital anomalies,81
San Francisco,Other connective tissue disease,357
San Francisco,Other diseases of bladder and urethra,36
San Francisco,Other diseases of kidney and ureters,144
San Francisco,Other diseases of veins and lymphatics,67
San Francisco,Other disorders of stomach and duodenum,92
San Francisco,Other endocrine disorders,138
San Francisco,Other eye disorders,23
San Francisco,Other female genital disorders,54
San Francisco,Other fractures,615
San Francisco,Other gastrointestinal disorders,379
San Francisco,Other hereditary and degenerative nervous system conditions,84
San Francisco,Other inflammatory condition of skin,42
San Francisco,Other injuries and conditions due to external causes,205
San Francisco,Other liver diseases,273
San Francisco,Other lower respiratory disease,247
San Francisco,Other nervous system disorders,670
San Francisco,Other non-traumatic joint disorders,82
San Francisco,Other nutritional; endocrine; and metabolic disorders,323
San Francisco,Other perinatal conditions,123
San Francisco,Other pregnancy and delivery including normal,110
San Francisco,Other screening for suspected conditions (not mental disorders or infectious disease),21
San Francisco,Other skin disorders,45
San Francisco,Other upper respiratory disease,93
San Francisco,Other upper respiratory infections,98
San Francisco,Ovarian cyst,32
San Francisco,Pancreatic disorders (not diabetes),543
San Francisco,Paralysis,114
San Francisco,Parkinson`s disease,60
San Francisco,Pathological fracture,128
San Francisco,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),177
San Francisco,Peripheral and visceral atherosclerosis,170
San Francisco,Peritonitis and intestinal abscess,52
San Francisco,Personality disorders,30
San Francisco,Phlebitis; thrombophlebitis and thromboembolism,158
San Francisco,Pleurisy; pneumothorax; pulmonary collapse,221
San Francisco,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1281
San Francisco,Poisoning by nonmedicinal substances,33
San Francisco,Poisoning by other medications and drugs,196
San Francisco,Poisoning by psychotropic agents,84
San Francisco,Prolapse of female genital organs,30
San Francisco,Pulmonary heart disease,346
San Francisco,Regional enteritis and ulcerative colitis,138
San Francisco,Residual codes; unclassified,256
San Francisco,Respiratory failure; insufficiency; arrest (adult),635
San Francisco,Rheumatoid arthritis and related disease,38
San Francisco,Schizophrenia and other psychotic disorders,1575
San Francisco,Secondary malignancies,399
San Francisco,Septicemia (except in labor),5002
San Francisco,Sexually transmitted infections (not HIV or hepatitis),39
San Francisco,Shock,31
San Francisco,Sickle cell anemia,113
San Francisco,Skin and subcutaneous tissue infections,1454
San Francisco,Skull and face fractures,228
San Francisco,Spinal cord injury,31
San Francisco,Spondylosis; intervertebral disc disorders; other back problems,754
San Francisco,Spontaneous abortion,21
San Francisco,Sprains and strains,59
San Francisco,Substance-related disorders,349
San Francisco,Suicide and intentional self-inflicted injury,206
San Francisco,Superficial injury; contusion,87
San Francisco,Syncope,235
San Francisco,Systemic lupus erythematosus and connective tissue disorders,68
San Francisco,Thyroid disorders,49
San Francisco,Transient cerebral ischemia,127
San Francisco,Tuberculosis,41
San Francisco,Umbilical cord complication,219
San Francisco,Urinary tract infections,687
San Francisco,Viral infection,118
San Joaquin,Abdominal hernia,327
San Joaquin,Abdominal pain,172
San Joaquin,Acute and chronic tonsillitis,43
San Joaquin,Acute and unspecified renal failure,937
San Joaquin,Acute bronchitis,240
San Joaquin,Acute cerebrovascular disease,1224
San Joaquin,Acute myocardial infarction,1268
San Joaquin,Acute posthemorrhagic anemia,104
San Joaquin,Adjustment disorders,21
San Joaquin,Alcohol-related disorders,552
San Joaquin,Allergic reactions,42
San Joaquin,Anal and rectal conditions,98
San Joaquin,Anxiety disorders,49
San Joaquin,Aortic and peripheral arterial embolism or thrombosis,35
San Joaquin,Aortic; peripheral; and visceral artery aneurysms,144
San Joaquin,Appendicitis and other appendiceal conditions,573
San Joaquin,Aspiration pneumonitis; food/vomitus,188
San Joaquin,Asthma,317
San Joaquin,Bacterial infection; unspecified site,41
San Joaquin,Benign neoplasm of uterus,191
San Joaquin,Biliary tract disease,858
San Joaquin,Burns,77
San Joaquin,Calculus of urinary tract,61
San Joaquin,Cancer of bladder,45
San Joaquin,Cancer of bone and connective tissue,36
San Joaquin,Cancer of brain and nervous system,85
San Joaquin,Cancer of breast,74
San Joaquin,Cancer of bronchus; lung,174
San Joaquin,Cancer of colon,165
San Joaquin,Cancer of head and neck,53
San Joaquin,Cancer of kidney and renal pelvis,84
San Joaquin,Cancer of liver and intrahepatic bile duct,54
San Joaquin,Cancer of other GI organs; peritoneum,25
San Joaquin,Cancer of ovary,34
San Joaquin,Cancer of pancreas,58
San Joaquin,Cancer of prostate,82
San Joaquin,Cancer of rectum and anus,79
San Joaquin,Cancer of stomach,44
San Joaquin,Cancer of uterus,50
San Joaquin,Cancer; other and unspecified primary,26
San Joaquin,Cardiac and circulatory congenital anomalies,125
San Joaquin,Cardiac arrest and ventricular fibrillation,51
San Joaquin,Cardiac dysrhythmias,929
San Joaquin,Chronic kidney disease,29
San Joaquin,Chronic obstructive pulmonary disease and bronchiectasis,926
San Joaquin,Chronic ulcer of skin,78
San Joaquin,Coagulation and hemorrhagic disorders,95
San Joaquin,Complication of device; implant or graft,1168
San Joaquin,Complications of surgical procedures or medical care,818
San Joaquin,Conditions associated with dizziness or vertigo,51
San Joaquin,Conduction disorders,104
San Joaquin,Congestive heart failure; nonhypertensive,1597
San Joaquin,Coronary atherosclerosis and other heart disease,627
San Joaquin,Crushing injury or internal injury,214
San Joaquin,Cystic fibrosis,24
San Joaquin,Deficiency and other anemia,280
San Joaquin,"Delirium, dementia, and amnestic and other cognitive disorders",79
San Joaquin,Diabetes mellitus with complications,1151
San Joaquin,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,545
San Joaquin,Digestive congenital anomalies,38
San Joaquin,Diseases of mouth; excluding dental,42
San Joaquin,Diseases of white blood cells,126
San Joaquin,Disorders of teeth and jaw,52
San Joaquin,Diverticulosis and diverticulitis,394
San Joaquin,Early or threatened labor,394
San Joaquin,Ectopic pregnancy,54
San Joaquin,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),29
San Joaquin,Endometriosis,27
San Joaquin,Epilepsy; convulsions,491
San Joaquin,Esophageal disorders,203
San Joaquin,Essential hypertension,79
San Joaquin,Fetal distress and abnormal forces of labor,286
San Joaquin,Fetopelvic disproportion; obstruction,81
San Joaquin,Fever of unknown origin,80
San Joaquin,Fluid and electrolyte disorders,723
San Joaquin,Fracture of lower limb,452
San Joaquin,Fracture of neck of femur (hip),514
San Joaquin,Fracture of upper limb,306
San Joaquin,Gangrene,54
San Joaquin,Gastritis and duodenitis,180
San Joaquin,Gastroduodenal ulcer (except hemorrhage),75
San Joaquin,Gastrointestinal hemorrhage,696
San Joaquin,Genitourinary symptoms and ill-defined conditions,49
San Joaquin,Gout and other crystal arthropathies,22
San Joaquin,Headache; including migraine,84
San Joaquin,Heart valve disorders,223
San Joaquin,Hemolytic jaundice and perinatal jaundice,272
San Joaquin,Hemorrhage during pregnancy; abruptio placenta; placenta previa,117
San Joaquin,Hemorrhoids,59
San Joaquin,Hepatitis,48
San Joaquin,HIV infection,44
San Joaquin,Hyperplasia of prostate,55
San Joaquin,Hypertension with complications and secondary hypertension,826
San Joaquin,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),202
San Joaquin,Inflammatory conditions of male genital organs,45
San Joaquin,Inflammatory diseases of female pelvic organs,39
San Joaquin,Influenza,67
San Joaquin,Intestinal infection,394
San Joaquin,Intestinal obstruction without hernia,631
San Joaquin,Intracranial injury,437
San Joaquin,Joint disorders and dislocations; trauma-related,37
San Joaquin,Late effects of cerebrovascular disease,160
San Joaquin,Leukemias,92
San Joaquin,Lymphadenitis,35
San Joaquin,Maintenance chemotherapy; radiotherapy,383
San Joaquin,Malaise and fatigue,50
San Joaquin,Malposition; malpresentation,289
San Joaquin,Meningitis (except that caused by tuberculosis or sexually transmitted disease),72
San Joaquin,Menstrual disorders,40
San Joaquin,Miscellaneous mental health disorders,63
San Joaquin,Mood disorders,1148
San Joaquin,Multiple myeloma,28
San Joaquin,Multiple sclerosis,36
San Joaquin,Mycoses,43
San Joaquin,Nausea and vomiting,60
San Joaquin,Neoplasms of unspecified nature or uncertain behavior,74
San Joaquin,Nephritis; nephrosis; renal sclerosis,34
San Joaquin,Nervous system congenital anomalies,22
San Joaquin,Non-Hodgkin`s lymphoma,68
San Joaquin,Noninfectious gastroenteritis,212
San Joaquin,Nonmalignant breast conditions,22
San Joaquin,Nonspecific chest pain,592
San Joaquin,Nutritional deficiencies,23
San Joaquin,Occlusion or stenosis of precerebral arteries,148
San Joaquin,Open wounds of extremities,96
San Joaquin,Open wounds of head; neck; and trunk,111
San Joaquin,Osteoarthritis,1643
San Joaquin,Other acquired deformities,143
San Joaquin,Other aftercare,110
San Joaquin,Other and ill-defined cerebrovascular disease,40
San Joaquin,Other and ill-defined heart disease,26
San Joaquin,Other and unspecified benign neoplasm,226
San Joaquin,Other bone disease and musculoskeletal deformities,83
San Joaquin,Other circulatory disease,118
San Joaquin,Other congenital anomalies,93
San Joaquin,Other connective tissue disease,247
San Joaquin,Other diseases of bladder and urethra,27
San Joaquin,Other diseases of kidney and ureters,148
San Joaquin,Other diseases of veins and lymphatics,30
San Joaquin,Other disorders of stomach and duodenum,98
San Joaquin,Other endocrine disorders,111
San Joaquin,Other female genital disorders,80
San Joaquin,Other fractures,404
San Joaquin,Other gastrointestinal disorders,371
San Joaquin,Other hereditary and degenerative nervous system conditions,47
San Joaquin,Other injuries and conditions due to external causes,205
San Joaquin,Other liver diseases,367
San Joaquin,Other lower respiratory disease,176
San Joaquin,Other male genital disorders,22
San Joaquin,Other nervous system disorders,555
San Joaquin,Other non-traumatic joint disorders,56
San Joaquin,Other nutritional; endocrine; and metabolic disorders,705
San Joaquin,Other perinatal conditions,207
San Joaquin,Other pregnancy and delivery including normal,406
San Joaquin,Other screening for suspected conditions (not mental disorders or infectious disease),29
San Joaquin,Other skin disorders,32
San Joaquin,Other upper respiratory disease,74
San Joaquin,Other upper respiratory infections,96
San Joaquin,Ovarian cyst,47
San Joaquin,Pancreatic disorders (not diabetes),689
San Joaquin,Paralysis,49
San Joaquin,Parkinson`s disease,31
San Joaquin,Pathological fracture,110
San Joaquin,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),133
San Joaquin,Peripheral and visceral atherosclerosis,186
San Joaquin,Peritonitis and intestinal abscess,51
San Joaquin,Phlebitis; thrombophlebitis and thromboembolism,178
San Joaquin,Pleurisy; pneumothorax; pulmonary collapse,178
San Joaquin,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1113
San Joaquin,Poisoning by nonmedicinal substances,24
San Joaquin,Poisoning by other medications and drugs,157
San Joaquin,Poisoning by psychotropic agents,92
San Joaquin,Prolapse of female genital organs,50
San Joaquin,Pulmonary heart disease,310
San Joaquin,Regional enteritis and ulcerative colitis,177
San Joaquin,Residual codes; unclassified,123
San Joaquin,Respiratory failure; insufficiency; arrest (adult),1041
San Joaquin,Schizophrenia and other psychotic disorders,1085
San Joaquin,Secondary malignancies,277
San Joaquin,Septicemia (except in labor),6375
San Joaquin,Short gestation; low birth weight; and fetal growth retardation,38
San Joaquin,Sickle cell anemia,92
San Joaquin,Skin and subcutaneous tissue infections,1002
San Joaquin,Skull and face fractures,164
San Joaquin,Spinal cord injury,33
San Joaquin,Spondylosis; intervertebral disc disorders; other back problems,671
San Joaquin,Spontaneous abortion,32
San Joaquin,Sprains and strains,27
San Joaquin,Substance-related disorders,160
San Joaquin,Suicide and intentional self-inflicted injury,160
San Joaquin,Superficial injury; contusion,87
San Joaquin,Syncope,192
San Joaquin,Systemic lupus erythematosus and connective tissue disorders,83
San Joaquin,Thyroid disorders,50
San Joaquin,Transient cerebral ischemia,251
San Joaquin,Umbilical cord complication,474
San Joaquin,Urinary tract infections,718
San Joaquin,Viral infection,112
San Joaquin,NA,24
San Luis Obispo,Abdominal hernia,115
San Luis Obispo,Abdominal pain,55
San Luis Obispo,Acute and unspecified renal failure,206
San Luis Obispo,Acute bronchitis,64
San Luis Obispo,Acute cerebrovascular disease,469
San Luis Obispo,Acute myocardial infarction,359
San Luis Obispo,Acute posthemorrhagic anemia,32
